entity1,entity2
FYN,NCK1
DDX56,SRRM1
LIMCH1,MYH9
GINS4,TIMELESS
CUL2,ELOC
CDK1,KAT7
CCM2,ITGB1BP1
ACTB,HNRNPL
MRPL39,MRPS28
ICAM4,ITGB5
CERS5,SMPD2
LYAR,ZCRB1
BRCA1,GTF2H3
CCDC86,DDX47
MRPL54,MRPS5
IMP4,NKRF
MAPKAPK2,TSC2
BBS7,LZTFL1
CUL7,MRPS9
CALM3,KCNE3
ADGRB1,ELMO2
AXIN1,CTNNB1
CFL2,PLEKHG3
HNRNPM,RPS3A
ALDOA,ENO1
BRIX1,CCDC59
ANKRD52,TRIM26
KIF20A,PBK
NIFK,RBM28
DDX17,LSM6
DDX10,NOC3L
HNRNPU,RPL39
ALDOA,PREP
LAMP2,PARK7
HMG20B,ZNF516
ADCK5,OXSM
FKBP5,MTOR
MBD3,RBBP7
BCAS2,XAB2
EMC3,EMC8
DRG1,RSL24D1
NKRF,PHAX
FYN,TGFB1I1
FYN,NTN1
CAPZB,DCTN5
KCNE3,KCNE4
NIFK,PA2G4
EIF2S3,EIF3G
ARIH2,ZNF507
ATP5F1C,ATP5MC3
MRPS2,MRPS35
G3BP2,UBA52
DEPDC5,LAMP1
DSPP,ITGB1
COMMD1,COMMD9
GTF2H3,TAF4
DKC1,ZNF629
DHCR24,LBR
CUL1,RASAL2
NR1H3,SREBF1
DDX10,NKRF
EIF2S3,ILF3
AATF,RPS26
CUL3,CUL5
DR1,TADA2A
LUC7L,LUC7L3
NKRF,RRP8
NIFK,PUM3
HP1BP3,RPS26
CLTC,L1CAM
E2F4,LIN54
DDX56,WDR12
HNRNPU,RIOX2
ATR,XPO7
ARRB2,INPP5D
GNAI3,P2RY11
ANAPC5,GNPTAB
MT-ND3,NDUFS6
MAP2K3,MAPK13
GNA13,NMBR
ARF4,COPG1
EIF3K,RPS9
ATR,C19orf25
COL4A1,COLGALT2
BRD8,MORF4L2
MEIS2,PIGL
BEGAIN,NIN
AATF,RIOX1
MED10,MED4
G3BP2,RPL35
BRIX1,RSBN1
AP2S1,CLTA
NUP107,TPR
IL18,NFKB1
NDUFA3,UQCR11
ERG,EZH2
MAFG,MAFK
NUP133,NUP35
GALNT18,GXYLT1
CCDC71,KPNA3
CDC14B,KMT5A
CDK1,CUX1
G3BP2,MTHFD1
GRWD1,NHP2
DDX24,MRTO4
CENPC,NUP93
GFAP,LAMP2
CDK8,MED1
MRPL36,MRPS28
CSNK1A1,FAM170A
HP1BP3,UTP3
DIMT1,RPL38
DPH2,TXNRD2
CS,ME2
ARRB2,CLTC
FGFR1,SOS1
NDUFA10,NDUFA9
DVL2,WNT3A
FZR1,RRM2
CUL3,SKP1
MRPL35,MRPS34
DIMT1,RPS3A
ANAPC1,FZR1
EIF2S1,SSB
KYAT3,TBC1D8B
APOE,VLDLR
LYAR,RRP15
DDX1,HNRNPH3
MRPL48,MRPS18C
ACTB,PSMA1
G3BP1,NOP10
HNRNPK,IQGAP1
APOE,APP
HP1BP3,NOC2L
MECP2,SIN3A
ITGA1,ITGB1
LRRC41,ZC3H15
ITPR3,TRPC1
GFPT1,GPI
NUP93,SUMO1
MRPS7,RPL6
GUSB,PLXNA1
MED10,MED26
CARMIL1,LMO7
CASC3,RNPS1
G3BP1,RPS20
G3BP1,SLC25A3
CTBP1,GALK1
MRPL21,MRPS2
CDK8,MED25
G3BP1,LSM8
CCP110,PLK4
BSG,DDC
EIF2S1,RPL32
CALD1,CALM3
AQR,HNRNPU
LARP7,XRN2
GSN,SIPA1L1
AXIN1,TNKS
DERL1,NPLOC4
ATP6V1A,LAMTOR5
ALKBH5,SUMF2
MATR3,RBMXL1
GUSB,MEGF8
GALE,GALM
ACTR3,CAPZB
CUL7,TUFM
DDX5,SNW1
MRPL23,MRPS22
BRIX1,RPL24
CDC20,CFAP97
C8orf33,FOCAD
EIF2S3,EIF4E
EIF2S3,RPS10
NAA20,NAA25
NUP93,SSRP1
CCNH,CDK8
CLTA,HLA-DPA1
GTF2H3,POLR2J
BTK,PLCG1
KAT2A,TAF5
GAR1,YBX3
MRPL24,MRPL35
MRPL33,MRPL34
CCNT1,SUPT16H
DHX29,SRP68
CANX,MOGS
ADRB2,ARRB2
CDK2,MCM10
HNRNPM,RPS23
EPS15,UBQLN2
LAS1L,PELP1
DHX16,PUF60
NOP16,UTP14A
CEBPZ,RPF2
G3BP1,TARDBP
FLNC,MYOZ1
HP1BP3,LTV1
KAT5,MSL1
MRPL38,MRPS2
MYO1E,NEXN
HYAL2,VWDE
EIF2S1,NOLC1
HNRNPM,U2SURP
FANCI,UBB
ESF1,MRPS22
DKC1,RPS26
ERVFRD-1,FN1
CDK8,ESR1
ACTG1,PFN3
NUP93,TMEM214
HLA-C,MYC
BCAS2,SMU1
DNAJC7,TTK
AQR,RBM25
DRG1,GLYR1
CFL2,LRRFIP1
AP1S1,AP2M1
BARD1,UBE2D1
GTF2E2,TAF2
ABT1,NOC4L
CLTC,CLVS2
CUL1,FBXL17
ABT1,HERC5
HP1BP3,MYEF2
KPNA3,MTA3
CHEK2,MDM4
CWC22,DHX15
ATXN7,TRRAP
MLST8,PRKAG3
AQR,SLU7
NFE2L3,RTL6
DDX5,DHX8
EEF1B2,HNRNPU
BARD1,BRCA1
DKC1,RIOX1
BLM,KAT5
APOE,SORL1
HNRNPM,SSRP1
MRPL28,MRPS23
CCNK,SMAD2
NIFK,YTHDC2
MED30,STN1
ARF6,TGOLN2
GRPEL1,HSPE1
BSG,PPIL2
JUP,PKP2
AGRN,LTBP1
ALDOA,PGP
MRPL15,MRPL57
CDC23,GNPTAB
DHX30,MRPS22
N4BP2,PAXIP1
CWF19L2,XAB2
MRPL35,MRPL55
LUC7L3,SNRPG
CFAP20,DDX17
LACTB,MRPS22
DHX16,NUDT21
DVL3,KHSRP
ACTG1,ARID1A
ANAPC15,CDC20
ACTR10,DYNC1LI2
DDX24,DHX29
GLG1,TNIP2
NOP14,RCL1
CCNT1,HES1
ANXA1,PPL
FYN,ZAP70
CDKN1B,SGK1
AKAP10,GRAP2
KAT2A,SMAD2
HYPK,NAA10
H3-2,KDM4A
DEPDC1B,IFI30
BRIX1,MOV10
NUP93,RSF1
LARP7,ZCCHC9
CUL5,SOCS6
ACTR3,WAS
NFKB1,RPS6KA5
BCAS2,MFAP1
EEF2,RPS21
ARHGDIA,TAGLN
ACTG1,MYO10
CD2BP2,DDX39B
NUP205,NUP98
DIMT1,RPS23
LSM7,PRPF4
HMG20B,SNRPD3
GATAD2A,MBD3
NDUFA4,NDUFB5
ATXN7L1,TAF9B
MRPL14,MRPL52
CEBPZ,IMP3
CHEK1,TIPIN
GNL2,NMD3
CUL7,FBXW8
CEP192,ITPKC
DCAF13,RPS3A
GTF2H2C,GTF2H4
CDC14B,SKP2
MRPL48,MRPS11
ATP5F1A,ATPAF2
CFDP1,SRCAP
DDX39B,PRPF18
LARP7,SDAD1
AQR,LSM7
CDC5L,DDX17
CSNK2A1,CTR9
AATF,WDR36
ATF6,TTC17
BUD13,DRG1
MCRS1,WDR5
MRPS22,PTCD3
CWC15,DDX39B
ATP5F1A,RPL23A
ANKRD13A,ITCH
AQR,PRPF6
ANKRD27,FKBP15
DHX8,HNRNPK
KRI1,RRP15
API5,HNRNPU
DDX5,SRSF4
FASTKD2,MRPL4
DHX16,PHF5A
CRADD,PIDD1
MAPK7,MEF2D
EIF3I,EIF3L
BSG,L1CAM
GAR1,NOP10
NFKB1,PDCD2
HNRNPR,HNRNPU
CDS2,CRLS1
CCZ1B,MON1B
CTBP1,UBE2I
MRPL28,MRPL42
GNPNAT1,GSTP1
HNRNPU,RPL36AL
BRIX1,RPS16
NIFK,RPL15
CUL2,DCUN1D1
COQ4,COQ7
ABLIM2,FYN
BARD1,RAD51C
MRPS5,RPL37A
EIF5B,G3BP1
MRPL32,MRPS25
GNAI2,GNB4
CCNG1,GAK
ITGAV,MFGE8
MCM7,ORC6
MYH9,SPECC1L
DVL2,SDC4
EIF3G,EIF3J
FARS2,MRPS22
CUL2,LIMD1
HNRNPU,RPL10
E2F1,GTF2H1
FANCC,FANCI
CCT2,FAM161A
HNRNPM,RPL13A
EPHX1,GSTP1
ACTR6,YEATS4
MRPS5,RPS19
DDIT3,EIF2S1
LYAR,SPTY2D1
HNRNPU,TTC37
CTBP1,ZNF516
FYN,H3-3A
CD247,CSK
FYN,VEGFA
FN1,FYN
DDX10,RBMX2
GSN,WASL
BSG,ITGA3
MRPS22,SRRM1
CTDP1,POLR2E
CUL1,FBXO6
ARPC2,TPPP3
CIRBP,DDX17
MRPS18A,MRPS18B
GCLM,NFE2L2
BAK1,DIABLO
CSNK2A2,STX1A
HNRNPU,RPL22L1
ATP5MC3,ATP5ME
BTK,TLR4
CARM1,DDX5
NDUFA5,NDUFS6
AKIP1,MDM1
G3BP1,RPL35A
ELMO2,SHB
MBD3,USP39
DDX10,RPS17
DDX56,GTPBP4
GAR1,SPOUT1
CCNA2,HMGA2
BUD13,C8orf33
ANAPC13,ANAPC4
CLTB,CSNK2A2
NOP16,UPF1
ACTR3B,ARPC5L
MBD3,SIN3A
BAX,BBC3
ERG,MYC
LARP7,ZNF768
CBX3,EHMT2
ACVR1B,TDP2
DDX39B,NCBP2
LRRFIP1,RAI14
BOLA2,GLRX3
DYRK2,UBR5
MYC,PFDN5
MRPL22,MRPL30
AP1G1,HLA-DPA1
ACTB,CFL1
GTF2H1,SMARCD1
DDX24,LYAR
CENPJ,CEP152
CHUK,NFKB1
NDUFA5,NDUFB8
ALG13,DPAGT1
HNRNPU,RACK1
ITGB1,ITGB3
EP300,MYC
ACTL6A,EP400
EEF1A1,EIF2S1
MED10,MED20
EEF2,NOP10
ATF7IP,MCUB
LSM14B,SEMG2
EIF2S1,RPS29
CTR9,TCEA2
ARPC1A,HNRNPLL
AGO1,AGO3
GADD45GIP1,MRPL12
ASPM,WDR62
HMG20B,RCOR3
DDX17,RBM17
NOL9,SENP3
GADD45GIP1,MRPL10
MAPK14,MEF2D
NOP16,RRS1
DCAF13,RPS23
CCDC137,SRP72
ESF1,KRI1
EEF2,RPS20
ACAT2,ECI2
NDUFAB1,NDUFB6
DKC1,WDR36
MRPL22,MRPS2
DVL2,PIP5K1B
EIF4A3,HNRNPM
KIF23,RACGAP1
DIMT1,RPL13A
DCAF13,DHX37
MRPS18B,MRPS31
IGF2BP2,MRPS7
CTTN,RAI14
CNOT6L,CNOT9
MRPL15,MRPS33
HP1BP3,RPS5
CCDC59,NIFK
NSUN2,RPL24
CDC40,MFAP1
B9D2,CC2D2A
EIF2AK1,EIF2S3
EEF2,MYH7B
CDK1,NCOA3
LYAR,RPL7L1
MTMR4,SMAD3
ATP5ME,MT-ATP6
GOLGA2,GORASP1
EPC1,JAZF1
ATP5F1C,ATP6V1B2
GRWD1,RPL24
DDX17,SNRPD1
LDLR,LTBP1
DROSHA,HNRNPM
C8orf33,ZNF770
DDX39B,PRPF8
LTBR,TRAF1
ABT1,UTP23
NCAPD3,NCAPH2
FANCI,RPS27A
GTF2H4,POLR2C
ADH5,GOT2
CDC42BPA,MYL2
GAR1,PWP1
G3BP1,RPS12
DDX47,RPL23A
MFGE8,SOCS3
ATP6V1E1,TCIRG1
DACH2,MYOG
FYN,PLCG1
NOP16,RSBN1L
GPI,PGM2
DNMT1,MECP2
AZI2,TRAF2
DHX30,KRI1
DDX10,RPS26
MRPL46,MRPS21
GOT2,HINT1
DDX47,TTF1
ELN,FN1
ANAPC10,GNPTAB
NDUFA6,NDUFB10
BRIX1,C7orf50
LIG1,POLD2
AVEN,EMG1
AQR,MOV10
CEBPZ,DDX10
DOCK4,ELMO2
ANAPC4,CDC27
GSTP1,TAGLN
ECE1,ETS1
CANX,G3BP1
MRPL45,MRPS2
HNRNPU,SERBP1
AP1S3,DNM2
ITGB1,VEGFA
MYC,NFE2L2
NEXN,PLEKHG3
CCNB1,LBR
DDX1,HNRNPDL
DDX17,SF3B3
DDX23,HNRNPM
DDX10,RIOX1
MFAP1,SRSF1
MRPL21,MRPL52
CSNK2B,DVL3
NMD3,RPL24
FYN,IGHM
APLF,CHFR
CHD8,DR1
CHD4,MBD2
MRPL52,MRPS16
ANKRD27,VPS35
BORA,CUL1
CDK4,E2F4
BTK,DAPP1
GTF2B,GTF2E2
FOXO4,FOXS1
BRIX1,ZNF629
G3BP2,RPL27A
BMPR1A,CTDNEP1
CCNT1,NOTCH1
ACTG1,SMARCA2
GTF2E1,TAF5
GNAI3,P2RY12
CTTN,WIPF1
NAA10,NAA15
GTF2H3,TAF13
DDX23,DHX16
KMT2D,N4BP2
KRI1,SPTY2D1
ITGB1,LAMB1
NUFIP1,SYT1
LSM7,SNRPN
NFE2L2,NFE2L3
DDX39B,SYF2
ARF5,LDHAL6B
HNRNPU,RPL37A
LARP7,NMNAT1
AGTR1,ARRB2
ARF6,RAB11FIP3
DDX10,NOC2L
CSNK1A1,GRK2
MCM10,MCM6
DKC1,SRP68
BYSL,HNRNPU
CUL2,LAGE3
MRPL38,MRPL52
FYN,PTK2
CCDC137,NOC3L
MYC,MYCBP2
DIMT1,FBL
OGT,TET2
LSM6,LUC7L3
MT-ND3,NDUFS2
HNRNPU,ZNF622
CDK6,CDKN1C
DDX56,YTHDC2
HNRNPU,RPS19
DDX24,ESF1
CSNK2A2,NKX3-1
HNRNPM,PLRG1
APP,FOXO4
DIMT1,SND1
EEF2,PWP1
ANKRD28,ANKRD52
ATXN10,PLK1
NFKB1,STAT3
CCNB2,CDC25A
CENPC,CENPI
EEF1A1,HNRNPM
CUX1,HNRNPF
MRPS5,RPL21
DNAJC8,LSM7
DDX10,DDX56
DDX5,HNRNPU
MRPL54,MRPS18B
CENPO,CENPP
DHX29,RRP9
NDUFA11,UQCRC1
HYAL2,STAB2
C8orf33,CTCF
M6PR,RABEPK
NDUFB8,NDUFS6
HP1BP3,ZNF668
KAT2A,RBPJ
DST,MYO19
NUP107,NUP210
DDX17,DDX41
HMGA1,HMGA2
ATP6V1B1,NCOA7
ACO1,PRKCA
NIN,TRAPPC13
DDX10,LTV1
NDUFA5,NDUFAF4
ASXL1,RXRA
AQR,SNRPA1
EGR1,HLX
LSM7,SRSF7
CAPZA2,GALNT1
G3BP1,TUBA8
EIF3L,RPSA
CENPV,DHX33
ACTL6A,INO80B
CCT4,PDCL3
DLD,SHMT2
CAT,NFE2L2
MRPL22,RPS8
MAPKAPK2,OBSL1
ABT1,CCDC124
GNAI3,RGS2
DHX29,NOC3L
MATR3,XRCC5
ERLIN2,FAF2
GRAP2,TRBV12-3
CCDC137,SKIV2L
CHURC1-FNTB,FNTA
EIF3K,RPS7
LARP4,WIPI1
IL17A,IL17RC
CHD3,KPNA4
DDX39B,THOC2
KRI1,RPL7L1
MATR3,PFKL
ACTG1,FLNA
HP1BP3,ZSCAN25
DLG2,DLGAP4
DHX15,THOC7
LUC7L3,U2AF1L5
FYCO1,KLC2
CALM1,EIF3L
CCDC85B,PPP1R9A
G3BP1,RPLP2
BICD1,MYH8
NFKB1,NFKBIE
ACTA1,ACTG1
LAMTOR3,MAPK1
C19orf47,DDX39B
MRPL34,RPUSD3
FKBP5,PGR
KAT5,RBBP8
MRPS6,MRPS7
CCT4,TXNDC9
DDX20,XPO4
DDX50,DHX29
AATF,BRIX1
G3BP2,RPL10A
CCP110,CEP135
CBX3,RING1
DDX47,RPL17
ARRB2,USP33
GSDMA,KLK7
GNAI3,RGS3
ACTB,HDAC1
EMG1,RPS28
GADD45GIP1,MTERF3
MRPL53,MRPS7
CACTIN,DHX35
DDX47,SLC25A6
GNAI2,GNB1
MRPS23,MRPS28
GAK,LRRK2
CREB1,FOXO4
ACTG1,INF2
DENND4A,GDI1
CTBP1,PSAT1
BRIX1,RIOX1
MRPL15,MRPL22
LIG1,RAD1
AGO1,DROSHA
AKT1,ITPR3
MRPL48,MRPS26
ARPC2,TBCE
MRPS22,RBM28
NHP2,NIFK
ANAPC7,MAD2L1
MRPL15,NDUFAB1
HNRNPU,RPL12
MRPS18B,MRPS7
MRPL34,MRPS30
DHX15,SNRPC
HNRNPDL,SUPV3L1
F2RL3,GNAI1
HP1BP3,RPF1
CDC20,PBK
DDX20,SAAL1
DHX35,LSM3
NIFK,REXO4
CDC42,KTN1
BCAS2,UBL5
DCAF13,FBL
CCNA2,CDKN1C
BRIX1,RPL6
CSK,TRBV7-9
MRPL17,MTG1
FOXRED2,GUSB
EEF2,RPL27
DDX5,LSM7
LRRFIP1,TPRN
AQR,PRPF3
AURKA,AURKAIP1
H4C15,JMJD6
AP2A2,ARRB2
GPD1L,ISYNA1
MRPS22,PUM3
DDX55,NKRF
CTBP1,HIPK2
NT5C1A,NT5C3A
AATF,SRP72
DDX17,EIF2S2
FN1,LGALS3
INTS3,ZW10
CD81,CLDN7
CTBP1,RCOR3
AKR1D1,GSTP1
BRIX1,EEF1A1
CAPRIN1,CCT6A
MLXIPL,PRKACG
CCNE1,MYC
BNIP1,SEC22B
CYB5B,NENF
HP1BP3,SRP72
DDX56,GNL2
MRPL15,RCC1L
NUP133,NUP160
CTR9,SUPT4H1
GTF2H3,SMARCA2
GPN1,POLR2J
GAR1,PHAX
APAF1,SEPHS2
GTF2E1,TAF7
FYN,PTPRA
FYN,GIT1
HMG20B,SMNDC1
MRPS30,MRPS5
DNA2,PCNA
HNF4A,LDLR
FN1,ITGA3
ARPC4,CTTN
DDX17,PPM1G
COL1A2,ITGB1
EEF2,RPS12
DPYSL5,NUFIP1
ANLN,KIF23
EIF2S1,SLC25A5
KRI1,ZCCHC3
DHX15,SNRPE
BRIX1,DKC1
MORF4L2,TTI2
ARHGEF2,CGNL1
NDUFS2,NDUFV1
GNAI2,RIC8A
CHMP3,HGS
ALYREF,HNRNPK
ITGAM,ITGB1
FYN,NCK2
CPSF3,DHX16
AUP1,BSG
CTTN,HAX1
GTF2H3,MNAT1
DDX47,RPS25
ERAL1,MRPS33
BRIX1,RPS15A
GAR1,ZC3H8
G3BP1,NCL
ACAT1,ACAT2
GNAI3,MC4R
AK3,NME4
MRPL18,MRPS21
MRPL28,NGRN
DRG1,PURA
HEY1,RBPJ
DDX24,DHX57
NUP107,NUP58
COX7C,NDUFB5
NGDN,NIFK
CCNC,SMARCC2
GSK3B,NFKB1
HNRNPM,SNRPF
MRPL22,MRPL52
LSM7,TCERG1
DIAPH1,SOWAHC
NDUFAB1,UQCRC2
MED1,NCOA3
HNRNPM,RPL29
CHEK1,TOPBP1
LUC7L3,NUDT21
HMG20B,RCOR1
DDX17,PRPF31
ACTB,HNRNPC
NFE2L2,PRKCA
GATD1,PPP1R21
ATP5F1A,RPS3
DHX15,RUVBL1
MYC,SRCAP
DENND4A,METTL6
DAZAP1,PRDX1
EIF2S2,MCM2
HEXIM1,MATR3
MCRS1,WBP2NL
DIMT1,NSUN2
INTS3,POLR2E
CDK8,ESR2
DSC2,JUP
DRG1,SERBP1
AATF,RRP9
DHX16,THOC1
CEBPZ,NSD2
AURKAIP1,MRPS27
LYAR,TCOF1
ABI2,PCDH10
EML2,NEK9
EIF3L,NPM1
AXIN1,DVL3
DDX17,TP53
FLNC,VCL
AXIN1,WNT1
ACTB,RHOA
CWC15,LUC7L3
EIF2S1,EIF3M
DCTN2,DYNC1I2
C8orf33,PHAX
MRPL48,MRPS25
ASXL1,NCOA1
GRAP2,SYK
MED31,THRA
CYC1,NDUFA6
CENPC,SUPT16H
NSUN2,RPS17
KIF23,MICAL3
GSN,PPP1R18
C8orf33,RRP8
DHX16,SRRT
GNAI3,MCHR2
CEBPZ,RBM19
GRWD1,RPS17
MRPL45,MRPL52
CSNK1E,DTD1
BTK,LAT
NMD3,RPL10
AATF,NOC3L
ANK3,KCNQ2
AURKAIP1,MRPS24
GTF2E2,GTF2H4
CFL2,LIMA1
NDUFA5,NDUFS2
DCAF13,WDR43
CENPK,KIF23
ARHGDIA,GSTP1
GTF2H4,PCF11
ENOSF1,TYMS
ATF1,CACNG2
NKRF,PPAN
NUP153,SEH1L
DCP1A,EDC3
CDC20,MAD2L1BP
DAB2,EPS15
MRPL22,RPL37A
GADD45GIP1,MRPL24
BCAS2,IK
G3BP2,RPL7
ACTL6A,MBD3
DYRK2,TP53
ACTA1,CAPZA2
COBL,HMGB2
LARP7,SF3B2
AP1S1,CLTA
ESCO1,RAD21
APOE,SCARB1
DDX18,GAR1
MRPL15,MRPL45
AIRE,H3C1
DRD2,GNAI3
CCT3,CCT8L2
EBNA1BP2,NOP16
MT-ND4L,NDUFA6
COX7C,NDUFA11
CUL3,ENC1
CHEK1,NEK11
MRPS22,YTHDC2
DMAP1,MORF4L2
CAMKK2,PRKAB2
MYH7,NFATC1
CALML3,MYLK3
BRIX1,WDR36
HP1BP3,SMARCA5
MRPL24,MRPS33
CEBPZ,KRR1
ATP6V0D1,ATP6V1E1
CTBP2,RREB1
DDX17,SNRNP70
NUP205,NUP93
IMP3,NOP14
NUP205,RANBP2
CAPZA2,DYNLL1
ACTL6A,ARID4B
LAMTOR3,LAMTOR4
CDK1,ESCO1
MYC,USP28
NKRF,SPOUT1
ATP6V1F,CCDC115
ATP6V0D2,CCDC115
APOE,MAPT
DHX16,SNRPG
BABAM1,BABAM2
MRPS2,MRPS24
MRPL24,MRPS7
CDK2AP1,KPNA4
DIMT1,RPL39
CETN2,SUMO2
LYAR,RPL39
CHTF18,WDHD1
DVL3,VANGL1
EEF2,RPLP2
EMG1,PWP2
ACTG1,ACTL6A
GTF2E2,POLR2I
AURKAIP1,MRPS22
CHMP2A,HGS
GTF2H3,POLR2A
HP1BP3,SKIV2L
ATP6V1A,ATP6V1F
ARHGEF12,RHOA
BCL11A,KPNA3
ACTB,TPM2
CRCP,POLR3E
ESCO1,STAG1
BCAS2,DHX9
DVL3,NKD1
EMG1,EXOSC10
C8orf33,CCDC86
DHX29,RBMX2
NSUN2,RPS26
CLIP2,KIF18B
ALDOA,TKTL1
AP3D1,CACNG2
DHX35,SNRNP200
MBD5,MBD6
CAST,LIX1L
BAZ1B,GRWD1
DHX15,ZNF207
GNAI2,GNAL
GRWD1,RPS26
DKC1,RRP9
FOXO4,SMAD2
DNA2,PRIM2
FBXL15,FBXW5
HNRNPU,RBM22
LYAR,RIOX2
NR1H3,NRIP1
DIMT1,ZFP62
IFNAR2,IRF9
ACTB,ACTR3B
MYH9,MYL6
DHX29,RPS17
GLRX3,GON7
FAU,NSUN2
GNL3,HNRNPU
DDX24,ZKSCAN8
HSD17B7,NSDHL
AP2A2,LDLR
MBD3,SMC3
EPC1,EZH2
ACTL6A,VDR
CENPI,CENPP
EMG1,IMP3
MRPL22,YARS2
AGPAT2,PLPP3
ATP6V1F,ATP6V1G1
ATP5MC3,ATP5PB
CCNH,CCNT1
NIFK,WDR12
GAR1,UTP14A
AK2,AKR1A1
APAF1,APIP
FARS2,HP1BP3
CEP162,CFL2
CDC42,FYN
GTF2E1,SMARCC2
MRPS22,RPL15
AGRN,LRP4
H2AZ1,KAT5
CLTC,HLA-DQA2
ABT1,TOE1
DKC1,NOC3L
GPI,H6PD
ABT1,CCDC137
DDX17,EFTUD2
CLASP2,CLASRP
EIF2S1,EIF3F
CLP1,GTF2H4
MATR3,SRSF6
NOP14,SDAD1
CBX3,MAX
NDUFA6,NDUFV1
DDX39B,PPIL2
MRPL15,MRPL38
FYN,KDR
NKRF,PWP1
MBD2,ZBTB7B
HCFC2,OGT
GLDC,NDUFAB1
DDX39B,SRSF9
ACLY,HNRNPK
IWS1,LUC7L3
MRPL39,MRPS33
ACTG1,BASP1
DDX47,NIFK
BRIX1,SRP68
MLH3,MSH6
GLE1,SMPD4
MRPL15,MRPS36
ABT1,NIFK
ELMO2,RHOG
LARP7,NIP7
CUL3,LRR1
CD151,ITGB4
LEPR,STAT5A
HMG20B,U2AF1
DHX15,DHX38
NDUFA8,NDUFS4
DDX46,HMG20B
ATP5ME,ATP5PD
MRPL37,MRPL48
EIF3K,PRRC2B
EIF2S1,SRPK2
MRPL39,MRPS7
ACTB,CTTN
GTF2E2,POLR2H
MRPS28,MRPS31
CRBN,CSNK1A1
NDUFA5,UQCRB
ATP5F1B,ATP5ME
ACTR10,PAFAH1B1
MBTD1,MYC
CCDC137,UTP3
HNRNPK,LSM3
MRPL35,TRUB2
MRPL22,MRPL32
EIF2S1,RPS24
LRRFIP1,MYO5A
DBF4,ORC6
ANKRD27,CHML
ALDH16A1,LANCL1
FCF1,NOL11
DDX47,FAU
G3BP2,NHP2
ANAPC7,CDC27
MRPS18B,MRPS35
NACA,RPLP0
AP2B1,KIF4A
MRPL58,MRPS7
EBNA1BP2,LARP7
KIF5B,KLC2
DHX29,RPS26
CLTC,FZD4
DHX16,RBM8A
HNRNPM,ILF3
ANAPC4,ANAPC5
MRPL37,MRPS5
NMD3,ZNF622
BPGM,PGAM2
M6PR,VPS52
ACTN1,ITGB1
CHEK1,MCM3
GLE1,NUP42
NDUFB8,NDUFS2
ACTG1,KCNQ2
ACTG1,CTNNA1
CETN2,DDB1
GUSB,SGSH
GTF3C1,GTF3C6
DDX17,PABPC1
MBD3,SMARCC1
KXD1,LAMTOR3
GBE1,IDH1
COPS8,NEDD8
DDX24,SURF6
MED10,MED12L
MRPL10,MRPS28
EBNA1BP2,EIF2S1
ASPM,TTK
EP300,KAT5
MLX,MLXIPL
EIF2S1,RPS27L
NEK4,SERAC1
CUL2,RBX1
ACTR2,GDF11
DNMT1,E2F4
BRIP1,NBN
DHX35,SF3B1
LARP7,NGDN
CUL1,POLR2E
MICU1,MICU2
BLOC1S3,HPS3
CCDC137,DDX56
MRPL22,RPS11
CFL2,PPP1R12A
MED25,OPA1
CSNK1A1,SUFU
HNRNPM,SNU13
GNAI3,HRH4
GTF3A,GTF3C1
MOV10,NIFK
GLYR1,LYAR
CTBP1,RCOR1
FOXO1,HDAC1
ABCB10,PCDHGA11
CD58,CLCN3
GSN,MYH9
ABT1,C12orf43
DDX39B,SRSF3
CAPZB,DCTN6
DRG1,RPL7L1
ATOH1,MUC2
CDK1,ERF
MRPL36,MRPS7
MATR3,ZC3H18
BROX,CHMP5
MORF4L1,MYC
BTBD2,CUL3
DPY30,NAGK
EXT1,EXT2
ARHGAP17,CAPZB
FAM172A,LCMT2
NOP16,POP1
MRPL49,MRPS14
MLST8,PRKAA1
GAR1,TERT
FOXO1,NFYA
CCDC137,MYEF2
DIAPH1,NRG4
MECP2,TBL1XR1
GRWD1,NPM3
ACER3,CERS5
COX15,SCO2
KRI1,RIOX2
DRG1,GAR1
MFN1,OPA1
MATR3,PNN
JMJD6,U2AF2
DDX56,KRR1
MRPL40,MRPS18B
BCAP31,CASP8
DDX10,SRP72
BAX,CYCS
DDX17,PLRG1
BLVRB,BROX
CCDC113,LTBR
NOP16,NOP56
ACTR3B,LRCH2
ATP5PF,NDUFA4
ASH2L,N4BP2
CUL3,KLHL3
DHX8,MFAP1
NPRL3,WDR59
EIF2S1,RPS13
HMGB2,RAI14
MAP2K3,TAB1
EIF2S1,RPL14
E2F4,E2F5
HNRNPU,SNRPD2
CENPK,CENPS
MRPL18,MRPL34
DENND1B,GDI1
CIR1,FANCI
DNM1L,MFF
HNRNPU,ISY1
DDX47,DDX52
ATP5F1A,ATP5MC2
COPA,GBF1
HGS,SNF8
HNRNPDL,SFPQ
CUL7,RPS15
ANKRD27,CHUK
DHX29,LTV1
AP2A1,DVL2
ARNTL,NPAS4
GTF2H1,POLR2I
GRWD1,WDR36
MTM1,PIK3C3
ABCB1,MECP2
MIS18A,OIP5
DLD,MRPS36
BICD1,CAPZA3
ACTR6,ING3
DDX39B,UPF3B
CAPZB,DCTN3
CNN3,MYH9
CCT2,MOB4
LDLR,LRP4
HNRNPK,SF3A1
ANXA1,SPRR3
DHX29,MYEF2
CHID1,FUT11
CDC5L,MATR3
