entity1,entity2
GSS,RMDN1
ELF4,LYZ
BAIAP2,WASL
ACER2,DEGS1
KAT14,MAP3K7
AP1B1,AP1S2
MRPL11,MRPL22
MFAP1,NCBP1
DLG5,MPRIP
IL12B,JAK2
CRTC2,FAM83A
MRPL54,MRPS18A
CORO1B,GAS2L3
KAT2B,TRRAP
MRPL11,NDUFAB1
DDX54,ZNF768
MYBBP1A,ZNF22
BIRC2,CASP2
ITGA5,SPP1
FHL2,RHOA
COX4I1,TIMM21
MRPS6,RPS16
BAD,RAF1
CASC3,MAGOHB
CHM,RIN3
HADHA,RPLP2
MAK16,RPL32
GEMIN8,SNRPE
DVL1,FRAT1
MPHOSPH10,RPS23
KIF14,TNPO3
ANAPC11,ANAPC16
CDK1,FOXO1
MRPL24,UBA52
HDAC2,MXD1
AURKAIP1,MRPS6
MAP2K1,TAL1
BLOC1S1,HPS5
IQGAP1,MYO1B
BTF3,EEF1B2
EXOSC3,MPHOSPH6
BLOC1S4,LAMC2
NEUROG3,NHLH1
CD9,ITGA7
FGF16,FGFR3
CBX2,SNAPC1
H2AX,MRE11
CALML4,MYLK2
MKNK2,OBSL1
ATP6V0D1,CCDC115
BCAS2,NCBP1
LARP1B,ZKSCAN8
GTF2F1,TAF8
COPS7B,CUL4A
HDAC2,SMC1A
MAPT,YWHAZ
BRCA2,SAC3D1
MRPL13,TRUB2
MRPL27,MRPS22
HMGB1,HOXD9
EFNB1,GIT1
ADGRL3,GNB4
MRPL11,RCC1L
MAP3K7,TICAM1
CAMKK2,MKNK1
CCDC59,ZBTB11
DDX58,FADD
ATP6V0E2,ATP6V1D
HSPA9,ITPR1
BAZ1B,RPL21
CERS6,DEGS1
HSPB11,IFT20
FANCB,FANCG
ADAR,KHDRBS1
HNRNPDL,KLHL12
FAU,IGF2BP1
IGF2BP3,SRSF9
BCL7A,PHF10
DHX37,UTP14A
CBFB,RUNX1
AGO2,RBM4
FOXO3,KAT2B
GSR,HAAO
HAX1,NUFIP1
CNOT11,CNOT6
CAD,PPAT
BMS1,LYAR
ACVR2A,LGR4
MRPL53,MRPS15
CYFIP1,NCKAP1L
CYP51A1,MSMO1
BAG1,STUB1
ANKRD13A,ANKRD13D
LMNB1,MSH6
NR1H4,PRKCA
IPO13,MON2
MOV10,STAU2
EXOSC1,EXOSC4
MAP3K5,TNFSF13B
EAF2,ELL2
CCDC50,GMFB
EXOC2,EXOC5
EXOSC10,EXOSC4
CCDC59,TTF1
IL10RA,IL10RB
BHLHE40,NR1H3
FUNDC1,MAP1LC3B
GNPAT,HSPA12B
GNAI2,IGF1R
KAT2A,MSH2
BRAF,KSR1
CBL,SYK
ITCH,TRIM25
MRPL24,MRPS28
IRF3,IRF7
HNRNPU,NAP1L4
MOV10,YBX2
MRPL23,MRPL46
LUC7L,TRA2A
KCNMB3,PRKG1
FUT8,MAN2A2
DHX9,IGF2BP3
ANAPC1,ANAPC2
FADD,HIPK3
DRAP1,GTF2F1
NBAS,SCFD1
FAU,G3BP2
JAK1,PTPN2
BYSL,RPS4X
FBLIM1,VASP
C3orf33,TARBP1
C8orf33,MPHOSPH10
CHM,DENND5A
DDX24,NIP7
EIF4A3,HNRNPUL1
DEK,SPI1
DCXR,SPHK1
GOLGA5,GOLIM4
EIF2AK2,TRAF6
EHBP1L1,MANF
BUD13,LSM7
C12orf43,NOL6
IKBKG,MTIF2
MRPS14,MRPS9
C12orf43,DDX50
HDAC1,TCF7L2
MYBBP1A,RPL10A
BUB1B,CENPF
EPB41L1,GLS
BMPR2,SMURF1
CBX2,HDAC2
BTF3,RPL24
GLI1,SMO
DGAT1,PLPP4
CALR,DIMT1
MTIF2,RELA
BLM,RAD51
CPOX,NEDD8
DROSHA,HNRNPUL1
CCDC86,ZCRB1
MKRN1,THRAP3
MTA2,ZBTB2
NACA2,RPS6
NUP153,NUP210
NFKB2,POLR2H
GSTO1,TKT
BLVRA,RTN4IP1
ERN1,MAP3K5
IPO7,TCERG1
DZIP1,GLI3
ANAPC10,CDC16
ACVR2B,BMPR1B
BUD13,TXNL4A
GPSM2,TCEAL1
CDX2,VIL1
NDUFA9,NDUFS1
DNMT3A,ZBTB17
MAP2K3,MAPKAPK3
HADHA,NCL
CDON,MAPK11
EED,HDAC1
NAP1L4,RPL6
KNOP1,TSR1
DDX54,NMNAT1
IGF2BP3,ZNF629
HEATR3,TNPO1
GNL3,GZF1
CCDC97,EFTUD2
ETF1,SMG9
LARP1B,SURF6
MTOR,SQSTM1
ATP7A,PDZD11
CIRBP,USP39
CCNT2,CDK9
HEATR1,UTP14A
CCDC92,PSMC1
EFNB1,HRAS
MRPL44,RCC1L
AP1B1,CD74
FAM83A,OCRL
EGF,MATK
EGR3,FOSB
APEX1,KLHL36
DAPK1,UNC5B
NDUFB1,NDUFC2
IDH3A,IDH3B
IGF2BP3,SRSF3
EIF1AX,NOLC1
HSD17B3,HSD17B4
COPS4,CUL4A
AHR,DDB1
CLUAP1,TTC30A
HUS1,POLB
DAPK1,MAPK3
NUP54,NUP62
EXOC3,EXOC6
ATP4A,HAX1
FAU,MRNIP
CASP2,PPP1CC
IRAK1,TLR4
MRPL32,RPS11
LACTB,MRPL46
DDX54,FYTTD1
ISL2,LHX1
C20orf27,CCDC85C
ACSS2,ALDH2
ARL13B,VCP
MRPL11,MRPL45
FAU,PPP1R26
DDX55,DKC1
ELL,ELL2
NCOA1,THRA
ESR1,MED13
IL23A,STAT3
MAPT,SYN1
CD63,TSG101
BIRC8,HTRA2
MRE11,RPA2
CCNT2,ELL2
CDK1,KAT7
HOXB1,OTX2
ACTB,HNRNPL
C1QBP,LEMD3
NAP1L4,RPS15A
COX16,COX4I1
CCDC86,DDX47
MAP2K1,PPP2R1A
HCFC1,RNF2
CUL7,MRPS9
MRPS12,MRPS24
ARMC6,SMARCAL1
CREBBP,KAT2B
INPP4A,OCRL
BRIX1,CCDC59
FTSJ3,MPHOSPH10
FOS,HSD3B2
DDX10,NOC3L
KNOP1,RIOX2
CYP2B6,EPHX1
BUD13,GZF1
IFNAR1,TYK2
CDC40,NCBP1
ATP6V0E2,ATP6V1G2
IRAK1,PELI2
GPATCH2L,HIRIP3
E2F1,FOXO3
FKBP5,MTOR
EMC3,EMC8
BMS1,ESF1
MRPL44,MRPS35
C1QBP,F12
COA1,COX5A
DNMT3A,HDAC1
DEGS1,KDSR
ISY1,LSM4
BUD31,CIRBP
GEMIN5,GEMIN6
C12orf43,ZNF770
NPRL2,SESN1
ADAM17,LRIG1
MRPS34,MRPS35
IRAK4,MYD88
MRPL13,MRPL3
HRAS,PTPN11
DEPDC5,LAMP1
COMMD1,COMMD9
IRAK1,TLR10
LLPH,MOV10
FAM8A1,MBOAT7
MRPL13,MRPL2
FOXA1,GTF2A2
DHCR24,LBR
HSPD1,SNRPB2
CHUK,TBK1
FAF1,TNFAIP1
DGUOK,SNCA
LUC7L,LUC7L3
BAZ1B,NOP58
KDM1A,SIN3A
APC,TUBG1
HMBS,HNRNPA1L2
ANKS1A,DEF6
BUD13,IMP3
DNAJC17,FKBP3
APOOL,CHCHD3
FAU,PRAMEF8
DHX9,EWSR1
MRPL4,RPL15
AAGAB,ASAH1
DPY19L1,PHTF2
KIFC1,RNGTT
MAP2K4,MAPK8IP3
MPRIP,RHOA
CAMKV,MAPT
GNAQ,HCRTR1
C2CD3,TBC1D31
GDI2,RAB3IP
ABRAXAS2,BABAM1
MLH1,RFC4
NDUFA9,NDUFB2
NACA2,PA2G4
EPHX1,TEX264
MOV10,PRPF4
LPL,TNF
BLOC1S4,HPS5
ERCC6,MYBBP1A
DCBLD2,PTPRU
CTCF,MPHOSPH10
INTS13,INTS2
FBH1,SKP1
GNAZ,GNB4
HEATR1,NF1
DECR1,RPS28
CNOT6,TOB1
MTOR,RRAGA
ALDH4A1,PYCR1
CDK1,CDKN3
CCDC59,RPL17
NFKB2,SPAG9
ATM,AURKB
MPG,PDCD11
NACA2,PUM3
FBXW5,SRFBP1
CAT,TAGLN3
ARID4A,ING2
NDC1,NUP43
FLCN,STXBP4
AURKA,FAF1
MKRN1,SRSF12
CCDC71,KPNA3
CENPH,SMARCA5
BMS1,BYSL
CDK1,CUX1
BLOC1S5,HPS6
NAP1L4,NPM3
FAU,RPL8
JAK2,SOCS5
CHUK,RACK1
INTS13,INTS6
NACA2,RPL28
BRAF,PPP1CB
FAU,MRPL3
GTF2B,PRB1
ATP2A3,TEX264
FAU,MRPL2
CCDC124,FOCAD
MRPL21,MRPL30
MRPL44,MRPL45
NDUFA10,NDUFA9
EXOSC4,EXOSC9
NOLC1,U2AF2
H3C13,NSD3
MRPL35,MRPS34
NCOA1,RXRA
IL13RA1,STAT1
ANAPC1,FZR1
MRPL50,MRPS17
IFRD2,NAT10
MRPL48,MRPS18C
MRPL11,MRPL38
GEMIN7,SNRPE
HNRNPK,IQGAP1
CDK1,PBK
ANAPC10,BUB1B
MALSU1,MRPL10
MRPL21,RPS14
CDK5RAP2,PRKAR2A
FAU,NPSR1
BRAF,LAMTOR2
BCKDHA,DBT
ATP6V0E1,ATP6V1C1
HNRNPA2B1,PRPF4B
BUB3,CDC23
GDI1,RAB18
EXOSC4,HBS1L
IGF2BP3,RIOX1
INTS6,LENG8
DDIT3,PRKAA1
HMGCL,HMGCS2
MRPL11,MRPS36
DNAJB4,HSPH1
GZF1,SRP72
MRPL24,MRPS15
DDX55,IMP4
GORASP1,SEC31A
NBAS,ZWILCH
GPAA1,PGAP1
FAU,RPL36A-HNRNPH2
MGAT2,MGAT4B
MRPL21,MRPS2
EPOR,SOS1
HDAC1,RAD21
GNA11,GNB2
CHD1L,XPC
DDX21,NOL6
HRAS,NRG2
EXOSC1,EXOSC10
CALR,SEC22B
DERL1,NPLOC4
KIF14,RHOA
DTL,MAP3K7
ATP6V1A,LAMTOR5
LTF,SCGB1D1
CCNA2,RPA2
BYSL,SLC25A4
NIP7,NOL6
C2orf69,COTL1
MRPL40,PTCD1
GPAA1,PIGK
MTHFD1L,MTHFD2
GALE,GALM
CAMK2B,GLS
NR1H4,PRKCZ
NAP1L1,RPS17
COMMD1,VPS29
IGF2BP3,PPWD1
DDIT3,PPP1R15A
CLCN7,RABL3
HNF1A,PCBD1
CASR,GCM2
COX4I1,UQCRQ
MST1,MST1R
DDX18,IGF2BP3
NAA20,NAA25
MTPAP,MUS81
MRPS6,RPL10A
ENO3,PCK2
GLS,RAB3A
CCNH,CDK8
IGF2BP2,MRPS31
FBXO7,PSMB10
APOOL,MTX1
MRPL24,MRPL35
HADHA,RPL36
MRPL37,MRPL40
BAZ1A,SMARCA5
HMBS,PPOX
CASP6,SATB1
EFTUD2,MSH2
FAM193B,KLHL41
HDAC1,TLE4
C12orf43,CTCF
MAP3K5,YWHAZ
C12orf43,RSL1D1
IQGAP2,MTIF2
ARNTL,CSNK1E
CADM4,HEPACAM2
ADRA1D,GNA11
BUD13,LARP1B
NPAS1,TH
MLH1,PCNA
ADAM17,NRG1
CSNK2A1,ESR1
CARM1,GATA3
ACVR1,BAMBI
MRPL27,TRUB2
KAT5,MSL1
EIF2S1,NOLC1
HCFC1,PELP1
NAP1L4,RRBP1
BANF1,HDAC1
CDK8,ESR1
FAF2,MFN1
FAM9A,GOPC
MAK16,UTP18
BDH1,BDH2
ECHS1,MECR
CDK1,PTHLH
CEBPG,LTF
IGF2BP3,THOC5
AP1S1,AP2M1
HIBCH,MRPL36
ACVR2B,ACVRL1
IFNB1,IRF3
FAU,GAGE10
LRRC47,SERF2
ATXN7L3,TAF5L
MPHOSPH10,PDCD11
MPHOSPH8,TASOR
NACA2,RPL23
LUC7L,THRAP3
CCDC124,YBX3
HDAC1,STAG1
MEPCE,NOL6
BRDT,EIF4EBP1
DPYSL4,MAPT
CDH1,LRP6
ESYT1,PDE3B
MAN2A2,MGAT5
NCBP1,SNRPD2
MTHFD1L,RPL3
HDAC3,LMNB1
MRNIP,MRPL27
CASP7,CASP9
MRPL13,RPS3A
NDUFC2,NDUFV3
IGF2BP3,RPS15A
FRG1,HNRNPA2B1
BLM,KAT5
NOL6,RRP7A
EIF2A,EIF2AK4
MRPL4,RPS24
KLHL2,NAT8L
DYNC2H1,IFT80
MRPL10,MRPL50
MAPK14,OBSL1
BMS1,RPL26L1
IKBKB,RBCK1
AHCYL2,MTR
MRPL4,RPUSD3
GLI1,GLI2
IFRD2,RPS7
LARP1B,ZNF574
EAF2,VPS72
IL21R,JAK1
FBXO7,PSMA5
ATP6V0D1,LAMTOR4
ANAPC1,TRIM33
CD63,RRAGB
GAPDH,TALDO1
AHR,CUL4B
CBX2,EZH2
EWSR1,RALY
LRP6,PTH1R
ANAPC15,CDC20
NOLC1,RPS15
HSF2,HSPA6
FAU,MRPL13
DAB2,INF2
CCNT1,HES1
IFT122,IFT43
LAPTM4A,OSTC
BRIX1,MOV10
NEUROG3,NKX2-2
FAU,MPG
CDC37,CDK6
ETF1,RPL8
BYSL,RPL7
GZF1,NOC3L
NAP1L1,RPS26
GYPA,GYPB
MAPT,RAB7A
MPHOSPH10,WDR43
BIRC3,FADD
DDX55,SRP68
CFL1,MYO19
MR1,TRDV1
C15orf39,TRPS1
GAB2,GRB2
CASP8,IL1B
GATAD2A,MBD3
BMS1,DHX57
HMOX2,POTEE
LRPPRC,MAP1S
CEP152,STIL
CCDC86,SPTY2D1
DLX5,MSX1
MRPL27,PPP1R26
FBXO9,GFOD1
FIS1,MFN2
CBX8,MLLT3
FAU,RPS3A
FYTTD1,RPF2
LARP1B,NAT10
COL18A1,LAMB1
MRPS10,MRPS14
ECHS1,GCDH
KDM2B,PCGF5
DYM,SMN2
IKBKE,MAVS
CUL4A,SUPT16H
HOXC4,KDM6A
MAPT,SNAP25
NACA2,RPS27
MCRIP2,ZNF627
MRPL4,MRPS30
NOL12,YTHDC2
COX4I1,UQCRB
MRPL1,MRPS34
MRPL48,MRPS11
BLM,EXO1
GNB4,GNG2
EHHADH,HADHB
MTREX,NOP53
BYSL,WDR3
ANAPC16,SORBS3
API5,YWHAQ
CBL,SORBS2
IPO4,NASP
CALR,RPS26
MRPL1,MRPL13
ESR1,PIK3R2
BUD13,SRSF5
CISH,ELOC
BUD13,DRG1
BTBD1,DDB2
IKBKB,LY96
ANKRD13A,ITCH
DDX54,SF3B2
LARP1B,RPS13
DIS3L,EXOSC7
F12,HNF4A
API5,HNRNPU
HSP90AA1,NAP1L1
FASTKD2,MRPL4
FGF22,FGFR3
CD47,THBS1
AKT2,TCL1A
CHM,CHML
FAR1,GNPAT
CUL4A,DCUN1D1
LCP2,RAC1
NUP62,NUTF2
CDCA2,SEH1L
MSH6,PMS2
AP2A1,CD4
MRE11,RIF1
CERS6,SMPD4
KREMEN1,LRP6
MYOD1,TCF4
DDX31,DDX54
ATP6V0A1,ATP6V0E2
ARL3,PDE6D
IFNGR1,STAT1
CCDC92,PSMC5
NAMPT,NMNAT1
CHPT1,YIPF3
CBY1,YWHAZ
MRPL32,MRPS25
CEBPA,CREBL2
GNAI2,GNB4
FAU,HADHA
GZF1,SKIV2L
CDR2L,RPSA
FANCD2,IPO11
CSTF2T,FIP1L1
GSK3B,MAF
ANK1,CHL1
CAMLG,GET3
LIPC,LPL
F12,GP5
FYTTD1,GZF1
BTF3,RPS17
EIF4E1B,EIF4G3
MT-ND2,NDUFA9
HSPB11,IFT22
CCT2,FAM161A
ATN1,NR2E1
EPHX1,GSTP1
CCDC92,UCHL5
COL18A1,PRCP
NACA2,NAP1L1
DDIT3,EIF2S1
CIRBP,SF3A2
GGCT,RBKS
GTF2F1,WDR77
IFRD2,SSB
IGF2BP3,WDR36
LCP2,TRBV7-9
DLGAP5,KIF11
ACAT1,ACOX1
GTF2F1,POLR2C
CCDC124,NOP10
NACA2,RPL15
ARHGEF6,RAC2
CUL1,FBXO6
HRAS,PIK3CG
GTPBP4,KNOP1
BAG3,HSPB8
CIRBP,DDX17
EXOSC4,UPF3B
MRPS18A,MRPS18B
CCDC86,RPL13A
HDAC1,TAF1
MKNK1,PPP2CA
FAM118A,TNFSF13B
COX6A1,UQCRC2
GCC2,VPS53
MAP2K2,MAP3K8
FYTTD1,IMP3
CCDC124,RPS20
CCDC124,SLC25A3
COX6A1,MT-CO3
MLF1,SYNRG
CARM1,DDX5
AKIP1,MDM1
IRS1,JAK2
EIF4A3,LSM4
IPO11,ZNF7
IFRD2,RPL32
ARFIP2,PPFIA1
IRF4,PAX5
MTHFD1L,UBQLN1
CORO1B,SSH1
CCNA2,HMGA2
IGF2BP3,WBP11
EIF2AK4,EIF2S2
FH,SDHA
COBL,RAI14
HNRNPA2B1,U2AF1
GTF2B,SNAPC5
BUD13,C8orf33
HOOK2,PCM1
AQP10,MIP
EPHA7,FARSA
GAS2L3,MYO19
C7orf50,MYBBP1A
NACA2,RPLP0
HNRNPUL1,RDX
EAF2,RUVBL2
NEIL3,POT1
CLTB,CSNK2A2
HNRNPA2B1,PCBP1
MRPL40,MRPS18A
NOL6,ZNF770
HSPA1B,KDM1A
COG8,MTOR
FZD2,GSK3B
BECN1,HTT
LEF1,OCA2
LDHA,LDHC
IKBKB,POLR1E
FMNL1,SRGAP2
IFNA1,JAK1
HADHB,PDHA1
CCDC124,ZNF770
BRAF,PPP5C
ITCH,USP9X
EGR3,NAB2
ALDH1B1,GALK2
ALDH2,MAOB
NIP7,RSL1D1
NAMPT,NMNAT2
HADHA,RPS21
BTC,MATK
IGF2BP3,PRPF18
FOXA1,H3-3B
CENPJ,CEP152
CHUK,NFKB1
ATP6V0A4,ATP6V1A
DMAP1,MRGBP
FNIP1,RRAGD
FAM8A1,TMUB1
FBXO7,PSMB2
MRPL53,MRPS31
ALG13,DPAGT1
MRPS11,MRPS34
GLI2,GSK3B
NSD2,RPL36A
FAF2,UBE2J1
FOS,SMAD3
ACAA1,PEX12
GATA4,NFATC4
INTS5,INTS6
IFRD2,NOLC1
BUD13,ZNF22
BAZ1B,RPS14
MRPL10,MRPL18
CENPF,KIF15
MRPL32,RPL26
ESR1,POU4F2
FAU,RPS23
AGO1,AGO3
MRPL19,MRPL40
EXOC2,EXOC3
GADD45GIP1,MRPL10
FAU,RPLP1
KANSL1,KMT2B
MAN2A1,PCSK6
FNDC3A,FNDC3B
KIF14,TNPO2
CDK1,TFDP1
NETO2,PGAP1
DCAF13,DHX37
MRPS18B,MRPS31
IGF2BP2,MRPS7
FLT3LG,MRPL21
JAK2,SHC1
C12orf43,RRP8
FAU,GAGE12H
DDX23,LSM4
CCDC59,NIFK
EPAS1,HIF1AN
BTF3,RPS26
ANK1,SPTAN1
FTSJ3,NOL6
NOLC1,RPL35
ALDH4A1,PYCR3
CDK1,NCOA3
DDX54,NIP7
CAV1,GNA11
BCL6,MTA2
GOLGA2,GORASP1
EPC1,JAZF1
INTS6,PPP2R1B
ATP5F1C,ATP6V1B2
DDX39A,HNRNPL
BMS1,ZKSCAN8
MRPL53,MRPL57
GDI2,RAB8B
AURKB,CCNA2
NOLC1,RPF2
DIS3,FARSB
CNOT8,FHL2
ANK1,GYPA
EIF4EBP1,SZRD1
CHID1,EDEM3
LSM4,PUF60
ERCC4,XRCC5
GAB2,USP8
METTL1,TRMT1
JAK1,OSMR
MTREX,SF3B6
LSM4,SRSF11
APP,NAE1
BPTF,H3-4
ADH5,GOT2
EXOSC2,EXOSC5
IGF2BP3,SRP68
IL10RA,JAK2
FUCA2,GIPC1
MSH2,XRCC4
FAM118A,MAP3K5
BTF3,EIF5B
MOV10,WTAP
CHID1,COL18A1
BCL6,SUMO1
EFNB1,KALRN
MPG,RPS18
KANSL1,KANSL2
DACH2,MYOG
ANK1,TTN
EIF3B,FAU
CHD1L,RNF146
CCDC59,STAU2
MRPL46,MRPS21
KNOP1,XRN2
BLVRA,PRKCB
ANAPC10,GNPTAB
INTU,WDPCP
BIRC5,PBK
AQR,MOV10
NSD2,PAK1IP1
CDC37,TRAF2
ISL1,LHX1
NOLC1,RPL22
MRPL47,MRPS34
JAK2,PTPN12
NOC3L,ZC3HAV1
ACOX1,HADHA
FAF2,FAM8A1
DVL1,GSK3B
BRMS1,FOXK1
FYTTD1,LARP1B
HSP90AA1,MTHFD1L
CCDC138,PCM1
MRPL32,RPS9
LRP6,WNT9B
EPN3,ITSN1
BUD13,DDX27
NIP7,ZNF771
AP2A1,HLA-DQA2
F2R,RAB3A
IL17RA,PCSK6
DGUOK,ERC2
MRPL21,MRPL52
GAD1,SLC32A1
MRPL27,MRPS34
LARP1B,STAU1
C8orf74,MORN2
HDAC3,SMARCC2
ATF2,VRK1
MRPL18,MRPS18C
IGF2BP3,NCBP2
IDH2,PPIL3
MAK16,SURF6
IKBKB,RNF135
GABRG3,NPTN
NIT2,SCP2
ERCC4,RAD52
AKIRIN2,PSMB4
ANP32E,BRD8
NSMCE2,UBE2I
IFNGR1,PTPN1
ATG5,CASP8
FAU,GAGE13
BYSL,RPS15
NOC3L,ZNF689
GTF2B,GTF2E2
DDX54,NGDN
KNOP1,ZNF622
CSTF1,CSTF2T
FOXO4,FOXS1
MDFI,MYOD1
BIRC5,TOP2A
BAZ1B,RPL30
FSHR,MTA2
HHLA2,HHLA3
HOXC6,KDM6A
IRF4,ROCK2
NOC3L,ZNF512
NOL6,RSL1D1
B4GALT4,UBFD1
ATP6V0E2,ATP6V1C2
MRPL40,MRPS6
CORO1B,INF2
AP3M1,BLOC1S4
IFT74,IFT80
C12orf43,CCDC86
BPTF,RBBP4
IL1RAP,MYD88
F11R,PARD6A
INVS,RPGRIP1L
GNL3,NSD2
GFM1,MRPL4
CALML5,ESR1
IQGAP1,PRKCE
CCDC86,RSL24D1
F11R,ITGAV
CHM,RABGGTA
MRNIP,MRPS9
A2M,ANO6
ESR2,MED6
CCNA2,CDT1
AKAP2,COBL
MKRN1,ZC3H14
BYSL,HNRNPU
ABCC4,ANO6
FZD1,LRP6
CCDC137,NOC3L
IL13RA1,IL4
AURKB,XPO1
MYC,MYCBP2
ESYT2,ESYT3
MTREX,RBM22
C12orf43,NSA2
NBAS,RINT1
MOV10,UTP23
ERCC1,MSH6
EXOSC3,EXOSC7
BICRAL,DPF3
BCL7A,SMARCC1
DERL1,SELENOS
CDC37,MAP3K14
ABCD1,GOLM1
EFNA4,EPHA7
EXOSC5,MTREX
CDK1,RB1
ATP6V0D2,ATP6V1E2
NR2F1,TWIST1
EXOG,PEX19
DENND1C,GDI2
BMS1,SURF6
ASTN2,MIPOL1
HEATR1,MYBBP1A
DLGAP5,SENP1
LEF1,NCAM1
GDI2,SBF1
IGF2BP3,PRPF8
CMC1,MT-CO2
KDM6A,PROSER1
MRPL11,MRPS10
IL2RA,JAK1
KANSL3,MSL2
MRPL10,MRPL37
HRAS,TRAF3
AP2A1,FZD4
ETF1,RPS23
INTS6,INTS6L
DGKZ,RASGRP1
CTF1,JAK2
CSNK2A1,HOXB7
MOV10,SF3A1
HOXB5,HOXC4
JAK1,PTPN11
ARNT,HIF1A
FBXO7,PSME2
KNOP1,ZCCHC9
GTPBP4,MOV10
MRPL13,MRPL16
CALU,P4HB
MPHOSPH10,RPS18
DEK,MYBBP1A
AAR2,DDX23
CCND2,CDKN2D
AXL,PIK3CA
ATXN2L,LSM12
HADHA,MYH7B
MRPL36,MRPL53
LSM4,PHF5A
NOL6,RPL35A
C1QBP,YWHAE
ABL1,MYOD1
APEX1,CITED1
NOC3L,RPL26L1
FAU,RPL13A
HDAC3,SMAD7
NKX2-5,SRF
DGKE,TEX264
DST,MYO19
NUP107,NUP210
IFNA1,IFNAR1
MYH10,NPM1
DNAJB4,HSPA4
NFATC2,VRK2
MYBBP1A,RSBN1
DVL1,FZD1
NAP1L1,UBE2O
ALDOB,NCOA1
MAP3K2,SMYD3
CALML4,CAMK2B
BAZ1B,CHAF1A
MOV10,TCERG1
CKB,SNRPD1
CAPZA2,GALNT1
CENPF,NDC80
EGLN3,RBX1
CDC37,TAB3
NAP1L4,SRPK1
MXD3,SMC3
IFNGR1,PTPN11
GRIA2,MAPT
ING5,KAT6B
LUC7L,PRPF4B
NEDD4L,TGFBR2
EEF1B2,NACA2
CAT,NFE2L2
BAZ1B,RPS8
ETNK1,PIGA
BUD13,SNW1
GTF2I,RBBP4
CCDC138,CEP295
KNOP1,SDAD1
MPHOSPH10,NVL
MAPKAPK2,OBSL1
CDX2,PDHX
ABT1,CCDC124
CKMT1B,GAMT
DHX29,NOC3L
F11R,TJP2
ERLIN2,FAF2
CHID1,PCSK6
BRD9,SS18
MYD88,TLR1
NDUFA4,NDUFA9
CCDC124,EEF1G
EHHADH,HSD17B4
BAZ1A,HDAC1
HEXIM1,XRCC5
BRWD1,TOR1AIP2
AKT1,FOXO3
MPHOSPH10,UTP20
BUD13,LARP1
BAZ1A,RAD21
GLYR1,NIP7
C7orf50,MAK16
HNRNPA1,MTREX
IDH3G,OGDHL
CALR,RPL19
FCF1,NOL6
FAU,MRPL16
MPG,RPL8
BTN2A1,BTN2A2
BET1L,GOLGA5
IFRD2,RPS29
BCL6,BCORL1
MAVS,MFN2
ARID1A,DPF3
CDCA2,NUP210
CASP6,LMNA
FUNDC1,GABARAP
EFHD2,LRCH2
MRPL18,MRPL41
FPGS,PALM2
ESR1,MAPK3
MRPS6,MRPS7
MAVS,RNF135
NAP1L4,RPL24
ACTN1,IQGAP1
LSM4,SNRNP200
HADHA,RPL18
MRPL24,MRPS31
MOV10,THOC6
GPAA1,PIGT
KDM5B,MTMR14
MTREX,NCBP1
NIP7,RRP8
DERL1,GEMIN4
CNOT6,CNOT7
EPAS1,NR3C1
CEBPB,STAT3
DDX55,RRP9
CALML4,FKBP1A
ACTB,HDAC1
ENO3,NME2
CHUK,NFKB2
GH1,JAK2
MRPL18,MRPS11
CALML4,RASGRF1
MRPL53,MRPS7
ATOX1,COX17
GFM1,MRPS6
AKR1D1,ATOX1
DGUOK,EDIL3
MYBBP1A,RPL24
CALML5,IQGAP1
AACS,OXCT1
MYH10,RHOA
BYSL,UBA52
MRPS11,RPL18
APRT,GMPR
MRPL44,MRPS10
EPOR,STAT5B
GLI1,PRKACG
BRPF3,KAT6A
MAP2K1,MARK3
ACTG1,INF2
ATXN2L,HSDL2
MRPL21,YARS2
DENND4A,GDI1
NDUFA2,NDUFB1
AR,NSD2
CALR,RPL4
CCDC124,RPS12
EIF4A2,PFKFB4
ASNSD1,DAB2IP
BRAF,CNKSR1
DKK1,LRP6
JAK2,PRKACA
ADH5,FABP5
HSPD1,RBM17
CCDC86,GLYR1
MAF1,RRAGA
MRPL24,MRPL57
AKAP1,MYCBP
COBL,TPRN
BCL10,TAB2
NUP35,NUP37
C1D,EXOSC7
BNIP2,MAPK14
ASAP1,CBL
MRPL42,MRPS9
FAU,FBL
MRPS14,MRRF
MAK16,SRPK2
NOL6,RPL5
MRPS10,MRPS17
BRCA2,KDM1A
ING3,JAZF1
MAD2L2,POLI
CCNA2,CDKN1C
FAU,SND1
FOXA1,NFIB
CCNE1,CDK4
IQGAP1,PRKACA
KNOP1,ZNF768
BTBD1,GPS1
IDH2,UBQLN2
HSPD1,SNRPD1
CDK1,PIK3C2A
ITPA,TPMT
MAK16,RPS24
BRD7,BRD9
CALM1,CALR
GSK3B,MNX1
FAU,PRAMEF12
GPD1L,ISYNA1
MRPL50,MRPS12
FBXO7,PSME1
MRPL41,MRPS23
ING2,TP53
IKZF5,ZNF845
DDX55,NKRF
CTBP1,HIPK2
CEBPB,EP300
LGALS8,SLC1A1
GPS2,HDAC3
CRBN,DDB2
CD81,CLDN7
CIRBP,MAGOH
AGO2,EIF4E
BPNT1,CBSL
GRK6,MC1R
CCNE1,MYC
KHDRBS1,LMNB1
HSPG2,MMP15
IGF2BP3,THOC2
CWC22,MSH6
CA2,HINT2
ABL1,MTOR
KDM1A,SMARCC1
DUSP9,MAPK3
KDM6A,PAGR1
